Number Route;Description Route;Comment Route BO;Comment Route E;Number Estate;Description Estate;Comment Estate BO;Comment Estate E;Number Entrance;Description Entrance;Comment Entrance BO;Comment Entrance E;Number Building Unit;Description Building Unit;Comment Building Unit BO;Comment Building Unit E;Number Meter;Number Customer;Unit Number;Unit Description;Comment Meter BO;Comment Meter E;Medium Code;Telegram Type;AES Key;Status Byte;RSSI Value;Billing Date;Billing Value;Billing Unit;Actual Date;Actual Time;Actual Energy / HCA;Actual Unit;Actual Volume;Actual Unit Volume;Actual Value 3;Actual Unit 3;Hint Code;Hint Code Description;Billing Date Device;Billing Value Device;Billing Unit Device;Monthly Date 1;Monthly Value 1;Monthly Unit 1;Monthly Date 2;Monthly Value 2;Monthly Unit 2;Monthly Date 3;Monthly Value 3;Monthly Unit 3;Monthly Date 4;Monthly Value 4;Monthly Unit 4;Monthly Date 5;Monthly Value 5;Monthly Unit 5;Monthly Date 6;Monthly Value 6;Monthly Unit 6;Monthly Date 7;Monthly Value 7;Monthly Unit 7;Monthly Date 8;Monthly Value 8;Monthly Unit 8;Monthly Date 9;Monthly Value 9;Monthly Unit 9;Monthly Date 10;Monthly Value 10;Monthly Unit 10;Monthly Date 11;Monthly Value 11;Monthly Unit 11;Monthly Date 12;Monthly Value 12;Monthly Unit 12;Monthly Date 13;Monthly Value 13;Monthly Unit 13;Monthly Date 14;Monthly Value 14;Monthly Unit 14;Monthly Date 15;Monthly Value 15;Monthly Unit 15;Half Monthly Date 1;Half Monthly Value 1;Half Monthly Unit 1;Half Monthly Date 2;Half Monthly Value 2;Half Monthly Unit 2;Half Monthly Date 3;Half Monthly Value 3;Half Monthly Unit 3;Half Monthly Date 4;Half Monthly Value 4;Half Monthly Unit 4;Half Monthly Date 5;Half Monthly Value 5;Half Monthly Unit 5;Half Monthly Date 6;Half Monthly Value 6;Half Monthly Unit 6;Half Monthly Date 7;Half Monthly Value 7;Half Monthly Unit 7;Half Monthly Date 8;Half Monthly Value 8;Half Monthly Unit 8;Half Monthly Date 9;Half Monthly Value 9;Half Monthly Unit 9;Half Monthly Date 10;Half Monthly Value 10;Half Monthly Unit 10;Half Monthly Date 11;Half Monthly Value 11;Half Monthly Unit 11;Half Monthly Date 12;Half Monthly Value 12;Half Monthly Unit 12;Half Monthly Date 13;Half Monthly Value 13;Half Monthly Unit 13;Half Monthly Date 14;Half Monthly Value 14;Half Monthly Unit 14;Half Monthly Date 15;Half Monthly Value 15;Half Monthly Unit 15;Device Type;Radio Type;Version;Telegram Length;DFS Type;Number Telegram;Raw Data;Raw Date
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;13551750;;;;;;0x02;EMH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stromzähler;;;;;;5344A8155017551300028C2024900F002C25F77C1A003CA0442D9758D8AD7A2400300710D3BA78D2C8BF3F0FED3B6AAB869082A1AEB454E0BFB50E12866768B55B384A8231CF6F94969A080A38BA767FA46D14B0;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;04418962;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515628941040C1A7A4A005025469D211989896ECC52CDFB9EF3AE959ABA9469253003403B28FB836F111D00ADD9603FE6609BD554D97DF4F46F89A213B6A34611EACE660F39B94181A84849BEA56CBF724D77156636E0B18C5203FFD7;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;20069720;;;;;;0x08;ITW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;2E4497262097062000087A300020A577EC9663E689DB1AF738FD3B71A7932C6E2C6718591F1A9F7572839EB34C23AF;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;04691119;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;574468501911690494088C002D900F002C25B05D14002C539E41D7283ED87AB000300710958D804CCC3B5EAD943809CAC4724394E70E7DEACB6C3EE391D8F5C1B86DDC381A8465DD56D5817B0D6E4D255A36EF210F05AE43;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;20068635;;;;;;0x08;ITW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;2E4497263586062000087AC10020A5032602D6A38493ADA61CFB4B66A2D54E7A943C04ECB275D55AFA410A45EA47B3;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;04567729;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;574468502977560494088C004B900F002C25161E14002747C1184E9256287A1600300710A96446DA24F79E286B457BAE3658B5ED1B5A819315FA30866C9017C8F76BA8844BEEA3849E415F01BA610C506E99C0C70F5FD6C6;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893202;;;;;;0x07;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kaltwasserzähler;;;;;;A144C5140232895070078C20A77AA6009025E5D74B8BBB16674264D58BE3A3EE656E3A0352E1F3338430609DCA504ADA01B4B38AB8E2EAA2F38AD082C969D052E03FE5F6F631CF1CEA64639F218E26D500FF7E32601FDF76F983D8D3E92E06A04DED8A5F7B29CE5386C52BA101B5F27CD76069C7A95892E14919C672F0E5D40FEEDDE6F9F30D0B3679835DF5B9B846530762C5AD0D231C12AC1BF2B7129048748A49;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893179;;;;;;0x06;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Warmwasserzähler;;;;;;A144C5147931895070068C20B57AB4009025C60F2B038DF91D7DFEC72C7EBAE946A24137DB2522A3A0C6DB94919C26CE3344FDE0757F9189B72965D16609139341CDF784978D440EA4BE1909CFF2C3307C310E40F9CF5851B146E40E10B18635B7553B05096CD45955C46A19EFBD92C2EB5EA5E980D614B13F8E81A8BEF729F890E7968BFC54F17A3527DCD2D9D67024D3CD500ADF9D9E1685383C79EA5D5A638994;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;13551745;;;;;;0x02;EMH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stromzähler;;;;;;5344A8154517551300028C202F900F002C25FA7C1A00596091A8C920D5487A2F003007108F9FE76D7643701B0B0F6683A76377B46BAD146DC52CE86B0F3BEAA815E2BA0107458F5B808422095E8A1410F5573304;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893187;;;;;;0x06;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Warmwasserzähler;;;;;;A144C5148731895070068C20B27AB10090254543457251634922E3216C18F3C694BACF48AD65CF536ED48CC9D36548091EDC7EC59F0CC3A307989D13E396756DE6C72349B502034AC736505D5ED15F136070CA12A8F2D5CDEEC3501CB475151298A040BE2A9F1D9D6AF7639E9CD87E7A6118BF030C5EFD582726AA108E54F96B42DA39E7D05789FDAF7128638957B37619F79881F747C8BD8103E6119A3768B79DC9;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993730;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515303799030C1A7A270050255B9C7D979C47D954B2DD35F89663E9C3D4E764E03887C83D6CA5B9584938C8A5A9D3F08904F4956F95B7BC0F3F171E7139AD1E5C497169E0FF5242727FAD79BE3DBAE908DA01DD69F1FF638A018630B0;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;00208652;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515528620000C1A7A710050256431B9F41B2CC546F303A039B9450219C3B77148ED39C6D362A486FE6A92CE9D70DC97DC8E1DC931F4DF51B154055D4A66998E686995FB91CECCC5FD590EC4EDB1D1A3E46B51533881C30E0B37A3D167;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;14363982;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;574468508239361494088C0003900F002C2590D111003721925B4AE172597A90883007108B29FE0E203B82EA179BBCD735F6FD5A8FF030324DC307DDBBE3EFD9768B1E9196C24E1B53A3AE6DA02F57FC9857EABF0F6544BB;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03621268;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515681262030C1A7AC7005025832CB6F20D4066F9A795295FB85694372D0E2E4097F676613055B847399358284D3B871E98E64A4CC9833BE76F0E65894FD383035E2385A3E9BD0B0760EC64B78B5F1417C1D87042971EEC2F46B48976;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893199;;;;;;0x07;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kaltwasserzähler;;;;;;A144C5149931895070078C20AA7AA900902551FC439CFEDB33772D101879BD84A1AA37AF51F7CD7B21735D31FBC090542C78DC6280C17FB371B54FCF0F24B0D6C851C4127CAC29F04C004EDC054DAFCA6F943D2B710B3FDB1EB596FDE1D9C8B7D276B6817B6CAC7932A17286186653332C13F584EE332BF7F64C028D7C7495483B200F804903274A5F17CD4B0BCE2AE776AC88F40AC54E75002BF527D5974B99CAAF;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893190;;;;;;0x07;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kaltwasserzähler;;;;;;A144C5149031895070078C20B17AB0009025879C89577DDAD2A5EAD019B6F16B182BCBC91155FB46C588EA9B7A29380C4750D64F6FF5EEC3F89373A97D0393A899BA461110F2CF9D2CA815CE3CE113D2FE9A070A85BDC6033379B0817B41AB70B06A7BDD926EA9E557C492730A4FE1B2A5508D2337A0280496A0070B2E5901005B310F3CA157FBBC0E614FED2847EFDA2CC89670521245F6FD10E040A32D1D4B9669;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03621313;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515131362030C1A7AE70050255BDBA8F04BC1ADB3C2A38DB16D6C860DAFB6E49F06D4CF0A42B8A46A4DC59AC8AD03B52E1495B7AEE6FFD5A1F1B2168EAFA433CCC91D7F5F71583841DE2CE314643CE7B5B179B299B68BA10EEB97FDED;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;22156181;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;67446850816115226A088C00AF900F002C2588C40A00932B57586AC5009E7AFA00400710D236AAF4AC6D22E81741DE0161BEF9D3F0DF07A98FB865047ECFAAA2B91AAE4E55B9737DC114D830D6470EC851650F269B6214E8A6BF2CD37E5C99307BFA51A10F65C4D7;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993738;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515383799030C1A7A26005025401F66E5745FE9138E3609DF14E7E7B797D7DF4A3214FF33AF0D2C37AC3C613613FDF5C4D4334FE4AF6A025F9DDAE3113E3E90CA459FF14CD3C1B4DA5486FD3AAC01780BFA5F7F2F1B229945CE754922;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993734;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515343799030C1A7A21005025B34A50EE33E00931AC9E79A90C281687C8F502CE657A7836B6E0EF9EBE0B6F8DE7EDAEB8CCC364BC76F5EBFCBDB45ECEAA8FBF65ECEF7C1B334B3565E6187D0BB60C08ACE391C351BFD4A190493CF26B;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;24826837;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;67446850376882246A088C0052900F002C25F9AC03001E16370A01FE0C7E7A1900400710826BBAF6F8BDBF8A37394B58B06B5039B0884B104F6791F3CCE52BA92E51D6C81B86ED81FB7960C464F8AF8893785E77E1F57EECFB2D8CE89219B10B1B32A0230FE9350E;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;04680760;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;574468506007680494088C0084900F002C25EC5D1400EC204148CC98CCF27AEC00300710A3E1D1E49F179E8048953A06F68583381AF828653D660C33F4AA96ED6683360F6E7CF3F8051C7726B3A34086073D17680FFA4404;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;13551749;;;;;;0x02;EMH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stromzähler;;;;;;5344A8154917551300028C20B8900F002C25FC7C1A0064FB7D2E934723E07AB80030071091FBA1D0D5E1FDF6DC0587A175185E4884CDCD37AA5FDB0B99A9D0B72574E4A1BE527391DC372BECF58EA01A5F5F0511;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993728;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515283799030C1A7A2800502571847B9C425F2740138B9DEC857407549341FA25F52E3EA4B6637B4B0573EFBB4A570BC97BF5BA6D586331608D4F9C60AFD2EB1D5193E710782E75A771F4092FB817921141B74EF3D1BFB6144F5C3707;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;25826706;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;67446850066782256A088C0063900F002C25D1800100164E7EBCBF8023697A0600400710BB60DA931C3D5B63D26AE5567E309BDBA5A3124F9400B7E903A3AE942EED2FB5572B73D6FFAB35AA9E2C61FEACE41C834679B8D9D1537850B79F5ADB8984FA540FF445CB;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993732;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515323799030C1A7A27005025D78D2E1F33479FA015DEED7FFC5CC33EE73AC34C12F08157FDD788C440479D7A784B92B83D48ADC7D404FAEA23FF72ED48F436B77CDA633063222EF0002E1773ECBEEBB633BEAE3E2D224F2AEE2ACD43;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893180;;;;;;0x06;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Warmwasserzähler;;;;;;A144C5148031895070068C20B57AB4009025675914E135BE35A8B1C7028EEA093D11DA5863A55C5F4646C01EF45059F56491C37AED20B532C971664E46D58CEB755BA4E76B6163D4DDA19D786BE03536C10B5FEB75C4791A8796E7B6E1B37558BBA8CC6FB58BCC7DE8184D5881EF881EEC669531902D83F320672DEE089F5D6DE246799EE9323146D413A1B0D4CE7F5E1B6F9EE8D0AD8B6E47D4D84A552343F13985;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;20186646;;;;;;0x08;ITW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;2E4497264666182000087A2B0020A53881C79AB2E4AAACAD9FE73F810C7D9FAD4ACF9965AD45B2F6118129C500C731;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993740;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515403799030C1A7A2400502503D9A78A981B5BF7CED2010D88CD7026D8260286BBC7C8A517406EDDEAAE807E616F802E3F11A5C73C26BF4526047556EC7480AD9D71C12D7A513D4BECCAA80CD288589C842EDC8F43D63792BD82441D;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;13551738;;;;;;0x02;EMH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stromzähler;;;;;;5344A8153817551300028C20C6900F002C25057D1A007EB2367F442CE8DA7AC600300710E0BA613E9F953033745D2DEE90A02E67D540E48FA727769A47DBD6FCA8777DEFBBA3E436516206F72308810210617F9E;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993736;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515363799030C1A7A240050254C42F1A0EBDBF174C00B008F4DCAC64BC0EC341BA97563FE78AB1C615A2C3428A49B81ABE2C6D9DE515AF6688A79A8A842C94E1F0DA4A354B844968DA29BB9DCE0BC7CCBDF4ECE2DF414B178F5E2F705;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;13551736;;;;;;0x02;EMH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stromzähler;;;;;;5344A8153617551300028C2010900F002C25067D1A004F317B668515F9767A10003007101540F8B73F871C88D63788C11356DA3AB3FF4ADC20B47217ED9A3635DAF280635BFEAB6CEAEB3A7DCCFCB85EEC18223B;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;14205640;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;574468504056201494088C0029900F002C25925D14004D58A4F0ACD536017A9200300710BCCFD51DA213006065682BB628CBC0E1362D1E72E201005526FBD1B3DBE5715925C05AF48D9F20B3D0689BC8F641A8A90F7C557B;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;50893178;;;;;;0x06;EFE_FAW;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Warmwasserzähler;;;;;;A144C5147831895070068C20B57AB4009025EA25D5A71B4681F89E316342566299643F3D2CC465C3DA6561AFA1F45D90BD573C461936CAB4779E5FA33979E9F6E77BC33F3CCA35CEB43D3C11869DB1E7D1C216C32DDDAF478DF02FAD8E0E93D973D4756A4DA4F554465FEFDEFFC87755CBCC3A65F044B8FD2755525B7A6B7E48C9C5EAD99204CF05992974E1C2F76B872D32234C4C656BEA671823BB528E8B0A02C2;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;24826497;;;;;;0x08;TCH;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heizkostenverteiler;;;;;;67446850976482246A088C0077900F002C2501AD0300E362FBED5482155B7AB700400710145B56A62F2F7FB7825C5DD9E1DB32FFEC49DF4679A32D24A73675BF5D00F3686CD88A2B1733D6CB6CCBDBBBDD133BD612F448349F05F55E8C957733694E0B980F4B9BE6;01-01-0001
100;Unbekannte Route;;;100;unknown estate;;;100;unknown EINGANG;;;100;Unbekannte Nutzeinheit;;;03993726;;;;;;0x1a;EIE_C1 EI;0x;0x02;;01.01.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere;;;;;;5E442515263799030C1A7A260050250448D4F09B26394CEB5DCC465436C4C205B94B7511CC046E23C91E98010574B9DB4A94DFC3D82F836B8D8A3B24E7B838279807755F39CDD489F5567F5149AFE41FCE904A073B69E80712F0C4A9A4D971;01-01-0001
